Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG
31,93,272,244,31,60,10,1,3,23,5,0,26,78,0.246,0.320,0.332
31,92,272,244,31,60,10,1,3,23,5,0,26,78,0.246,0.320,0.332
23,101,436,342,62,84,17,1,21,46,6,2,91,62,0.246,0.408,0.485
25,117,357,325,41,80,12,2,6,32,7,4,23,70,0.246,0.297,0.351
25,64,269,247,36,61,16,0,8,35,3,5,16,47,0.247,0.294,0.409
23,44,171,154,21,38,8,1,6,19,3,2,15,44,0.247,0.312,0.429
26,46,110,97,14,24,4,1,5,6,0,2,8,34,0.247,0.336,0.464
23,24,86,77,9,19,3,0,0,3,1,0,4,11,0.247,0.314,0.286
27,30,91,81,13,20,3,0,6,20,3,0,9,30,0.247,0.319,0.506
29,115,365,318,46,79,16,1,12,35,1,1,39,122,0.248,0.340,0.418
32,147,617,560,64,139,28,4,1,34,10,4,45,114,0.248,0.311,0.318
34,87,310,278,29,69,19,2,12,41,1,2,27,74,0.248,0.316,0.460
31,161,724,657,101,163,31,5,26,83,25,8,53,120,0.248,0.304,0.429
29,115,353,335,39,83,12,1,11,43,2,1,15,62,0.248,0.283,0.388
28,118,445,403,50,100,17,1,16,51,1,0,30,98,0.248,0.305,0.414
33,149,577,535,66,133,32,0,17,58,18,4,39,92,0.249,0.303,0.404
30,56,182,169,23,42,11,0,4,19,4,1,10,41,0.249,0.298,0.385
25,103,431,386,48,96,16,2,10,41,3,4,31,94,0.249,0.327,0.378
25,59,228,209,19,52,7,0,0,7,3,1,14,27,0.249,0.305,0.282
27,2,4,4,0,1,0,0,0,0,0,0,0,2,0.250,0.250,0.250
27,9,40,36,4,9,3,1,0,9,0,1,2,5,0.250,0.275,0.389
28,86,313,292,38,73,10,3,5,30,17,3,15,62,0.250,0.294,0.356
26,51,183,168,20,42,9,1,8,26,0,0,10,56,0.250,0.302,0.458
23,16,50,48,4,12,1,0,1,5,0,0,1,11,0.250,0.260,0.333
26,4,9,8,1,2,1,0,0,2,0,0,0,3,0.250,0.222,0.375
31,77,247,228,14,57,8,0,2,16,0,0,17,50,0.250,0.308,0.311
23,2,5,4,0,1,0,0,0,0,0,0,1,1,0.250,0.400,0.250
29,1,4,4,0,1,0,0,0,2,0,0,0,0,0.250,0.250,0.250
29,156,657,605,88,151,34,5,27,101,25,6,40,183,0.250,0.300,0.456
26,41,142,136,19,34,8,1,9,16,0,0,5,44,0.250,0.282,0.522
26,145,582,535,66,134,35,2,16,60,2,4,34,114,0.250,0.306,0.413
26,5,12,12,0,3,0,0,0,0,0,0,0,7,0.250,0.250,0.250
24,45,156,144,14,36,7,0,3,21,0,0,5,36,0.250,0.290,0.361
30,3,7,4,2,1,0,0,0,2,0,0,2,0,0.250,0.429,0.250
25,34,85,72,13,18,2,1,5,17,0,0,10,29,0.250,0.341,0.514
27,36,147,128,9,32,6,2,0,11,0,1,16,17,0.250,0.347,0.328
33,139,550,504,70,126,28,1,11,58,16,5,38,85,0.250,0.298,0.375
25,145,609,555,62,139,28,1,22,85,4,1,43,154,0.250,0.305,0.423
27,148,612,537,67,134,37,2,18,66,1,0,56,124,0.250,0.332,0.426
30,2,4,4,0,1,0,0,0,0,0,0,0,1,0.250,0.250,0.250
33,3,9,8,0,2,0,0,0,0,0,0,0,3,0.250,0.250,0.250
31,35,108,104,8,26,3,0,1,10,0,2,4,18,0.250,0.278,0.308
25,8,12,12,1,3,1,0,0,3,0,0,0,4,0.250,0.250,0.333
29,9,16,16,4,4,1,0,0,0,0,0,0,4,0.250,0.250,0.313
26,150,582,517,58,130,29,3,11,59,12,2,51,100,0.251,0.325,0.383
32,110,397,347,40,87,15,0,4,40,2,1,34,60,0.251,0.321,0.329
34,134,490,439,39,110,30,3,12,59,1,3,41,114,0.251,0.316,0.415
23,112,433,394,33,99,22,0,7,36,6,1,30,50,0.251,0.313,0.360
31,134,497,430,65,108,24,4,15,47,17,6,46,88,0.251,0.339,0.430
30,100,333,318,39,80,17,0,11,34,5,1,12,80,0.252,0.283,0.409
24,31,113,103,16,26,4,1,6,10,0,0,6,32,0.252,0.310,0.485
33,68,124,115,19,29,6,0,2,12,2,3,5,31,0.252,0.283,0.357
25,115,355,329,38,83,20,0,13,43,4,0,19,90,0.252,0.294,0.432
30,154,671,575,99,145,25,4,14,57,19,3,88,162,0.252,0.355,0.383
21,93,418,376,46,95,18,4,5,42,1,4,36,120,0.253,0.321,0.362
24,136,558,521,72,132,20,2,22,63,11,2,22,135,0.253,0.289,0.426
24,34,98,91,11,23,4,1,3,11,0,0,5,29,0.253,0.306,0.418
24,76,274,253,27,64,13,0,12,30,0,0,16,61,0.253,0.296,0.447
27,33,131,114,14,29,9,1,2,12,4,1,13,25,0.254,0.331,0.404
39,112,433,397,25,101,10,0,5,43,1,0,28,101,0.254,0.305,0.317
24,60,241,213,39,54,10,4,14,45,12,5,21,66,0.254,0.325,0.535
26,98,350,311,31,79,17,2,4,36,10,2,30,75,0.254,0.323,0.360
29,110,351,323,41,82,17,1,14,44,0,0,24,97,0.254,0.305,0.443
32,114,473,445,48,113,23,1,23,76,0,0,18,109,0.254,0.292,0.465
27,92,336,315,27,80,19,3,3,34,2,2,13,77,0.254,0.289,0.362
24,113,470,398,70,101,35,1,13,42,4,0,65,86,0.254,0.362,0.445
31,124,456,414,49,105,10,3,9,43,4,2,35,109,0.254,0.313,0.357
22,150,632,591,82,150,31,6,20,80,30,7,30,135,0.254,0.294,0.428
30,44,151,149,16,38,6,0,7,15,1,0,2,39,0.255,0.265,0.436
28,69,160,141,15,36,5,0,6,23,2,0,14,48,0.255,0.344,0.418
26,43,107,94,14,24,4,1,5,6,0,2,8,32,0.255,0.346,0.479
31,145,583,526,58,134,25,1,14,78,4,3,33,99,0.255,0.315,0.386
28,61,228,216,20,55,9,1,2,17,1,0,7,16,0.255,0.288,0.333
34,47,180,161,10,41,11,1,0,18,0,1,14,40,0.255,0.317,0.335
30,125,522,474,62,121,23,1,29,72,1,1,39,121,0.255,0.315,0.492
29,55,183,149,18,38,9,0,6,25,0,0,33,47,0.255,0.393,0.436
28,72,264,246,35,63,7,3,5,21,15,2,13,47,0.256,0.303,0.370
28,83,201,176,29,45,9,1,5,23,13,1,18,53,0.256,0.335,0.403
34,119,425,386,50,99,19,2,7,27,2,1,21,71,0.256,0.317,0.370
25,122,498,449,47,115,28,0,20,79,6,1,38,80,0.256,0.319,0.452
31,80,255,219,36,56,14,1,13,41,4,1,32,93,0.256,0.353,0.507
33,15,37,35,7,9,2,0,1,2,1,0,1,12,0.257,0.297,0.400
26,98,216,202,24,52,9,3,0,10,5,6,12,44,0.257,0.298,0.332
32,150,632,575,79,148,28,3,29,102,0,0,43,164,0.257,0.315,0.468
25,140,572,526,73,135,28,1,24,76,10,5,39,129,0.257,0.310,0.451
25,150,609,544,71,140,28,1,30,107,25,4,59,95,0.257,0.330,0.478
21,44,163,159,17,41,7,2,0,10,6,2,1,23,0.258,0.276,0.327
27,156,672,608,89,157,32,4,16,64,34,10,47,126,0.258,0.318,0.403
25,40,103,89,14,23,2,1,1,12,0,1,12,19,0.258,0.340,0.337
29,41,127,116,15,30,8,0,4,12,1,0,6,45,0.259,0.315,0.431
28,155,656,548,93,142,38,0,23,93,1,2,87,77,0.259,0.366,0.454
27,68,247,216,33,56,9,0,12,28,4,1,26,54,0.259,0.344,0.468
30,140,538,506,60,131,21,3,19,73,4,0,24,127,0.259,0.299,0.425
21,34,132,116,12,30,7,1,4,18,1,1,16,34,0.259,0.348,0.440
32,101,371,347,27,90,24,1,3,32,12,3,15,50,0.259,0.297,0.360
31,65,177,162,14,42,7,0,3,21,0,0,10,38,0.259,0.313,0.358
21,32,115,104,13,27,9,2,4,14,2,1,8,31,0.260,0.330,0.500
26,36,105,96,11,25,3,0,3,12,0,0,7,27,0.260,0.305,0.385
26,140,541,488,71,127,22,2,14,62,21,6,33,89,0.260,0.322,0.400
27,72,248,215,34,56,10,0,15,44,1,0,25,44,0.260,0.339,0.516
27,137,578,508,68,132,26,3,24,87,1,0,56,96,0.260,0.343,0.465
31,119,469,414,37,108,33,2,9,50,0,0,40,119,0.261,0.337,0.415
33,12,24,23,4,6,0,0,0,0,0,0,1,6,0.261,0.292,0.261
27,142,531,483,66,126,20,0,4,48,22,4,35,72,0.261,0.314,0.327
33,125,541,467,74,122,18,0,12,46,4,3,67,71,0.261,0.357,0.377
31,77,286,261,29,68,15,0,7,41,2,1,21,86,0.261,0.315,0.398
23,99,341,314,39,82,14,2,5,34,11,5,21,88,0.261,0.309,0.366
22,17,65,61,9,16,0,0,1,2,0,0,4,13,0.262,0.308,0.311
26,59,156,145,15,38,5,1,1,10,3,1,9,21,0.262,0.314,0.331
29,21,47,42,7,11,2,2,0,4,0,2,4,21,0.262,0.340,0.405
27,145,614,542,74,142,19,4,27,62,7,3,56,141,0.262,0.345,0.461
27,111,446,397,54,104,22,2,14,46,9,5,42,110,0.262,0.336,0.433
27,153,645,586,72,154,41,3,20,89,32,12,46,156,0.263,0.327,0.445
30,136,558,524,56,138,27,0,13,62,7,1,29,130,0.263,0.305,0.389
29,49,158,137,20,36,8,0,8,14,0,0,19,56,0.263,0.361,0.496
29,138,568,518,87,136,31,2,28,87,2,3,38,126,0.263,0.320,0.492
26,48,169,156,18,41,10,0,4,11,4,2,12,53,0.263,0.320,0.404
30,63,222,209,19,55,13,1,4,23,3,1,8,23,0.263,0.299,0.392
26,6,22,19,2,5,2,0,0,0,1,0,3,7,0.263,0.364,0.368
35,135,577,530,60,140,22,6,16,78,4,1,32,109,0.264,0.314,0.419
25,44,122,106,16,28,4,3,1,12,11,1,10,30,0.264,0.331,0.387
27,55,171,159,16,42,8,0,2,18,0,0,10,40,0.264,0.316,0.352
25,127,511,489,45,129,22,4,17,52,6,2,17,79,0.264,0.294,0.429
29,125,325,277,49,73,15,2,7,34,12,1,40,89,0.264,0.366,0.408
29,46,121,106,19,28,4,1,5,16,2,0,14,30,0.264,0.350,0.462
25,48,129,117,17,31,6,0,5,19,1,0,9,32,0.265,0.318,0.444
21,15,51,49,3,13,3,0,0,1,0,0,2,7,0.265,0.294,0.327
27,153,630,577,95,153,31,4,13,57,32,3,46,111,0.265,0.324,0.400
28,16,34,34,3,9,1,0,0,3,0,1,0,10,0.265,0.265,0.294
28,128,433,411,47,109,20,3,7,52,8,2,16,81,0.265,0.292,0.380
24,55,181,170,18,45,5,0,1,9,18,3,7,56,0.265,0.302,0.312
28,36,111,98,14,26,6,1,4,12,1,1,10,29,0.265,0.342,0.469
24,119,533,467,71,124,24,0,15,50,29,11,53,126,0.266,0.351,0.413
29,156,647,552,78,147,29,3,17,71,0,1,81,102,0.266,0.362,0.422
33,140,542,462,71,123,24,0,13,61,3,1,48,97,0.266,0.367,0.403
25,137,581,527,72,140,30,3,13,63,0,0,46,101,0.266,0.325,0.408
33,96,297,281,28,75,17,1,6,36,0,0,12,48,0.267,0.300,0.399
27,135,491,449,51,120,25,0,7,51,6,6,36,68,0.267,0.322,0.370
31,10,16,15,2,4,2,0,0,1,0,0,0,4,0.267,0.267,0.400
29,131,535,499,71,133,35,1,25,77,6,3,34,152,0.267,0.316,0.491
28,5,16,15,1,4,0,0,0,0,0,0,1,2,0.267,0.313,0.267
32,133,583,513,89,137,22,4,25,76,14,2,54,100,0.267,0.342,0.472
27,10,32,30,1,8,0,0,0,0,0,0,2,12,0.267,0.313,0.267
33,107,426,396,61,106,25,1,18,60,0,0,19,90,0.268,0.319,0.472
32,104,419,380,38,102,19,0,8,44,0,0,37,64,0.268,0.334,0.382
30,92,401,354,39,95,16,1,10,41,0,0,35,86,0.268,0.347,0.404
24,125,483,444,45,119,25,0,15,66,1,1,28,91,0.268,0.325,0.426
31,74,239,205,35,55,14,1,13,39,4,0,30,86,0.268,0.364,0.537
29,142,639,572,117,154,40,3,35,82,12,2,55,104,0.269,0.340,0.533
34,94,327,305,30,82,16,0,9,41,2,1,19,74,0.269,0.312,0.410
27,89,274,249,25,67,14,1,3,22,1,0,12,56,0.269,0.307,0.369
28,125,510,443,66,119,25,1,9,56,23,3,55,98,0.269,0.349,0.391
28,161,706,630,98,170,25,5,26,107,16,6,59,133,0.270,0.339,0.449
42,109,351,307,42,83,14,0,24,68,1,2,28,55,0.270,0.345,0.550
28,61,205,178,22,48,14,0,2,21,0,0,19,64,0.270,0.347,0.382
27,160,685,597,95,162,27,0,40,131,5,1,67,128,0.271,0.352,0.518
33,43,191,181,25,49,8,0,9,28,11,0,9,30,0.271,0.309,0.464
28,120,443,420,37,114,21,2,7,47,0,1,17,79,0.271,0.300,0.381
27,158,641,573,72,155,42,2,17,72,9,4,58,149,0.271,0.342,0.440
26,35,125,118,15,32,6,0,4,17,1,2,5,31,0.271,0.312,0.424
24,134,555,510,60,138,28,1,17,76,0,0,31,96,0.271,0.321,0.429
26,136,443,405,45,110,28,4,9,50,6,4,19,105,0.272,0.316,0.427
32,90,369,335,32,91,16,0,8,40,0,0,33,55,0.272,0.336,0.391
27,102,335,297,33,81,12,1,2,17,1,0,34,46,0.273,0.351,0.340
27,157,666,586,90,160,30,6,34,95,11,9,72,161,0.273,0.356,0.519
31,3,11,11,0,3,0,0,0,1,0,0,0,4,0.273,0.273,0.273
25,159,693,615,90,168,39,2,38,93,2,0,57,168,0.273,0.349,0.528
29,92,385,350,62,96,22,2,20,59,2,2,29,84,0.274,0.335,0.520
27,140,613,551,65,151,27,1,20,83,0,0,35,94,0.274,0.338,0.436
23,160,706,638,90,175,35,0,32,97,8,3,58,116,0.274,0.339,0.480
27,89,363,336,36,92,18,2,4,47,7,3,24,68,0.274,0.325,0.375
34,139,596,533,76,146,43,1,16,62,0,0,52,145,0.274,0.341,0.448
28,78,309,288,31,79,18,2,2,24,8,2,16,48,0.274,0.316,0.372
29,151,673,580,102,159,30,7,16,64,3,2,71,116,0.274,0.367,0.433
30,134,433,380,57,104,19,3,23,70,3,2,42,100,0.274,0.353,0.521
31,119,426,398,41,109,23,0,9,52,1,4,22,69,0.274,0.315,0.399
22,93,377,360,29,99,23,2,7,45,3,4,11,84,0.275,0.295,0.408
30,14,47,40,3,11,0,0,0,3,1,1,4,9,0.275,0.370,0.275
26,27,84,76,13,21,8,0,4,10,3,1,3,27,0.276,0.309,0.539
24,129,471,421,66,116,20,7,6,42,7,2,47,95,0.276,0.346,0.399
31,139,562,504,75,139,26,5,22,84,21,1,41,119,0.276,0.342,0.478
21,83,344,314,46,87,20,3,6,33,8,0,26,33,0.277,0.328,0.417
27,24,74,65,11,18,3,0,5,16,2,0,9,26,0.277,0.365,0.554
32,98,387,354,45,98,9,0,10,33,13,6,25,58,0.277,0.336,0.387
28,162,696,640,99,177,32,1,25,96,18,7,49,182,0.277,0.329,0.447
24,97,376,334,51,93,14,1,20,45,2,0,39,104,0.278,0.354,0.506
37,128,532,468,61,130,36,0,13,81,3,0,50,89,0.278,0.350,0.438
26,38,99,86,13,24,4,1,5,6,0,2,8,29,0.279,0.374,0.523
25,152,631,586,79,164,24,3,13,72,2,3,31,110,0.280,0.315,0.398
29,157,685,601,90,168,44,5,29,126,20,7,69,82,0.280,0.355,0.514
30,53,196,186,15,52,13,0,3,19,3,1,5,21,0.280,0.308,0.398
26,152,644,593,75,166,39,1,11,74,1,3,42,86,0.280,0.328,0.405
25,126,468,391,64,110,21,1,5,45,2,3,60,70,0.281,0.394,0.379
25,135,517,481,60,135,22,5,10,55,20,2,28,57,0.281,0.327,0.410
33,44,130,121,19,34,5,0,5,16,1,2,8,24,0.281,0.323,0.446
28,135,564,495,73,139,22,2,23,65,5,3,60,120,0.281,0.360,0.473
31,84,318,294,33,83,20,0,8,42,1,2,18,51,0.282,0.327,0.432
24,99,354,321,53,91,16,3,8,43,23,3,23,76,0.283,0.342,0.427
26,153,670,637,86,180,26,9,11,71,18,4,25,111,0.283,0.312,0.403
30,119,499,438,85,124,28,2,40,80,1,0,54,139,0.283,0.369,0.630
24,98,401,380,54,108,18,0,12,56,11,3,17,77,0.284,0.319,0.426
21,132,560,511,84,145,25,3,28,75,25,7,40,145,0.284,0.345,0.509
34,80,304,278,22,79,16,0,4,24,0,0,19,61,0.284,0.339,0.385
23,139,541,470,59,134,19,0,14,63,0,0,63,58,0.285,0.372,0.415
30,144,551,501,61,143,27,3,13,64,1,0,41,96,0.285,0.338,0.429
27,87,300,280,32,80,16,1,6,36,5,1,13,49,0.286,0.322,0.414
31,12,42,42,9,12,1,0,0,3,3,1,0,8,0.286,0.286,0.310
29,5,7,7,1,2,0,0,0,2,1,0,0,4,0.286,0.286,0.286
29,99,426,370,63,106,28,1,18,65,11,4,46,87,0.286,0.364,0.514
22,5,16,14,1,4,0,0,0,2,0,0,2,3,0.286,0.375,0.286
26,53,174,161,24,46,8,0,4,15,2,3,10,36,0.286,0.333,0.410
35,64,277,243,28,70,14,1,5,26,1,1,31,30,0.288,0.370,0.416
24,41,138,132,15,38,9,2,3,15,2,2,6,41,0.288,0.319,0.455
28,31,106,97,22,28,4,1,3,15,1,0,7,23,0.289,0.343,0.443
24,159,697,652,91,189,43,1,24,93,13,8,41,155,0.290,0.333,0.469
27,136,590,522,70,152,24,1,22,64,0,1,61,121,0.291,0.366,0.467
21,41,156,141,24,41,6,0,5,18,5,2,11,34,0.291,0.353,0.440
28,121,493,453,52,132,32,1,5,52,3,4,31,83,0.291,0.343,0.400
32,118,467,439,48,128,30,0,3,47,2,3,17,56,0.292,0.328,0.380
33,118,505,466,76,136,24,5,16,63,18,9,26,97,0.292,0.347,0.468
31,148,620,557,73,163,42,1,30,103,5,3,52,72,0.293,0.358,0.533
25,141,614,555,84,164,42,1,27,88,3,1,50,114,0.295,0.358,0.521
25,84,327,292,40,86,12,0,16,54,0,0,28,72,0.295,0.358,0.500
24,72,298,258,25,76,10,0,10,26,1,0,35,34,0.295,0.383,0.450
30,137,558,473,71,140,33,0,9,57,3,3,78,60,0.296,0.401,0.423
24,91,382,362,39,107,27,0,11,43,1,2,15,75,0.296,0.327,0.461
26,27,97,74,9,22,6,0,3,11,0,0,21,25,0.297,0.454,0.500
23,146,557,491,66,146,26,3,17,69,20,3,34,112,0.297,0.371,0.466
21,114,441,414,75,123,27,3,19,64,20,2,21,107,0.297,0.339,0.514
24,147,638,563,89,168,25,7,6,52,19,5,62,60,0.298,0.373,0.400
29,150,644,578,100,172,37,1,32,102,9,1,63,133,0.298,0.366,0.531
29,160,708,652,101,194,39,4,21,100,27,3,45,131,0.298,0.343,0.466
32,141,604,527,103,158,39,0,28,57,18,1,66,87,0.300,0.387,0.533
26,3,11,10,2,3,1,0,1,1,0,0,0,3,0.300,0.364,0.700
34,8,11,10,1,3,1,0,0,1,0,0,1,4,0.300,0.364,0.400
23,12,41,40,5,12,4,0,2,5,0,0,1,5,0.300,0.317,0.550
27,120,435,403,46,121,24,0,6,58,3,5,19,72,0.300,0.343,0.404
29,79,351,332,50,100,13,0,6,25,13,0,14,55,0.301,0.339,0.395
29,103,437,375,52,113,24,3,14,57,0,1,49,61,0.301,0.384,0.493
28,113,408,372,56,112,21,2,2,34,0,3,26,58,0.301,0.349,0.384
26,157,645,593,74,179,26,3,27,76,2,2,48,147,0.302,0.358,0.492
31,14,42,33,9,10,2,0,1,1,0,0,8,13,0.303,0.439,0.455
35,157,679,601,85,183,40,0,15,75,0,0,62,110,0.304,0.378,0.446
27,126,521,461,54,140,23,3,5,51,8,3,52,77,0.304,0.373,0.399
36,47,154,128,28,39,9,0,15,37,0,0,19,35,0.305,0.412,0.727
34,22,59,59,6,18,1,1,0,2,3,2,0,8,0.305,0.305,0.356
25,135,561,470,95,144,29,2,37,97,1,1,78,106,0.306,0.406,0.613
30,42,181,160,28,49,12,0,5,14,0,0,17,27,0.306,0.376,0.475
22,18,57,49,8,15,3,0,1,2,2,0,6,9,0.306,0.404,0.429
29,150,631,557,84,171,38,0,15,73,8,2,57,118,0.307,0.377,0.456
31,57,177,153,25,47,11,0,6,21,1,1,15,46,0.307,0.384,0.497
25,22,59,52,7,16,0,1,3,11,1,1,5,10,0.308,0.356,0.519
30,157,696,570,133,177,28,0,62,131,16,3,111,175,0.311,0.425,0.686
23,28,68,61,9,19,3,0,2,9,8,0,6,28,0.311,0.373,0.459
26,25,59,54,9,17,7,1,2,13,3,0,1,12,0.315,0.345,0.593
25,144,603,547,88,173,31,1,8,49,4,4,50,43,0.316,0.375,0.420
34,151,651,561,106,178,41,0,35,115,7,0,79,141,0.317,0.404,0.578
22,9,23,22,1,7,1,0,0,2,0,0,1,5,0.318,0.348,0.364
22,25,73,69,10,22,1,0,1,7,0,0,4,8,0.319,0.356,0.377
25,50,183,166,24,53,9,0,6,35,1,0,12,47,0.319,0.372,0.482
27,93,390,347,40,111,14,2,3,39,4,2,39,52,0.320,0.387,0.398
30,56,240,222,33,72,14,0,13,34,1,0,15,52,0.324,0.367,0.563
32,159,708,612,117,199,47,2,21,100,13,3,84,102,0.325,0.407,0.511
30,148,589,533,73,174,39,1,9,62,4,0,40,61,0.326,0.382,0.454
22,10,37,33,5,11,3,0,0,6,3,0,2,6,0.333,0.405,0.424
32,1,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667
27,12,27,24,4,8,1,0,0,2,0,0,3,11,0.333,0.407,0.375
26,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333
26,14,28,21,3,7,0,0,1,5,1,0,6,7,0.333,0.500,0.476
27,5,8,6,0,2,0,0,0,0,0,0,2,1,0.333,0.500,0.333
28,2,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.500,0.333
21,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.500,0.333
27,36,108,98,13,33,5,1,3,12,1,0,6,23,0.337,0.377,0.500
26,16,34,29,7,10,2,1,1,5,0,0,5,6,0.345,0.441,0.586
24,11,45,42,6,15,1,1,1,8,2,1,2,4,0.357,0.400,0.500
25,13,40,35,6,13,0,1,2,9,1,1,4,8,0.371,0.425,0.600
28,3,9,8,1,3,0,0,0,0,0,0,1,0,0.375,0.444,0.375
22,18,59,55,9,22,5,1,1,9,1,1,2,13,0.400,0.414,0.582
25,4,16,13,6,6,2,0,1,3,0,0,2,7,0.462,0.563,0.846
24,2,2,2,1,1,0,0,1,3,0,0,0,0,0.500,0.500,2.000
23,8,10,9,0,6,0,0,0,3,0,1,1,1,0.667,0.700,0.667
27,1,4,4,0,3,2,0,0,3,0,0,0,0,0.750,0.750,1.250